Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2001-2005,UHF42,401,4,Long Island City - Astoria,35.9,74.5,51.6,105.4,43.2,62.2,Lung and Bronchus
2001-2005,UHF42,402,4,West Queens,31.1,66.8,45.4,185.8,74.2,111.6,Lung and Bronchus
2001-2005,UHF42,403,4,Flushing - Clearview,35.2,71,49.7,159.4,66,93.4,Lung and Bronchus
2001-2005,UHF42,404,4,Bayside - Little Neck,48.1,59.9,52.8,62.2,32.2,30,Lung and Bronchus
2001-2005,UHF42,405,4,Ridgewood - Forest Hills,41.5,65.1,51,151.4,73.8,77.6,Lung and Bronchus
2001-2005,UHF42,406,4,Fresh Meadows,40.8,61.6,49.6,55.4,26.6,28.8,Lung and Bronchus
2001-2005,UHF42,407,4,Southwest Queens,39.9,72.8,53.3,129.4,56,73.4,Lung and Bronchus
2001-2005,UHF42,408,4,Jamaica,36.1,69.5,49,137,60.8,76.2,Lung and Bronchus
2001-2005,UHF42,409,4,Southeast Queens,42.1,62.8,50.1,102.4,51.8,50.6,Lung and Bronchus
2001-2005,UHF42,410,4,Rockaways,57.6,83.2,68.1,79.8,40.2,39.6,Lung and Bronchus
2001-2005,UHF42,501,4,Port Richmond,59.8,95.7,74.7,39.6,18.2,21.4,Lung and Bronchus
2001-2005,UHF42,502,4,Stapleton - St. George,49.3,87.2,65.1,78,34,44,Lung and Bronchus
2001-2005,UHF42,503,4,Willowbrook,52.9,76,62.2,59.8,28.8,31,Lung and Bronchus
2001-2005,UHF42,504,4,South Beach - Tottenville,62.9,98.5,76.9,144.4,67,77.4,Lung and Bronchus
2001-2005,Borough,1,1,Bronx,41.7,72.6,53.7,608.4,285.2,323.2,Lung and Bronchus
2001-2005,Borough,2,1,Brooklyn,37.5,68.4,49.9,1161.2,519,642.2,Lung and Bronchus
2001-2005,Borough,3,1,Manhattan,48.3,70,57.2,907.4,448.4,459,Lung and Bronchus
2001-2005,Borough,4,1,Queens,39.5,68.8,51.3,1170.6,527.6,643,Lung and Bronchus
2001-2005,Borough,5,1,Staten Island,57.3,90.1,70.7,321.8,148,173.8,Lung and Bronchus
2001-2005,Citywide,1,0,New York City,42.1,70.8,53.6,4169.4,1928.2,2241.2,Lung and Bronchus
2011-2015,Borough,1,1,Bronx,1.8,7.5,4.2,57.4,14.6,42.8,Larynx
2011-2015,Borough,2,1,Brooklyn,0.9,5.7,2.9,77.4,14,63.4,Larynx
2011-2015,Borough,3,1,Manhattan,1.1,5.5,3,55.6,11,44.6,Larynx
2011-2015,Borough,4,1,Queens,0.8,5.3,2.8,72.6,12.4,60.2,Larynx
2011-2015,Borough,5,1,Staten Island,1.7,7.1,4.1,23,5.2,17.8,Larynx
2011-2015,Citywide,1,0,New York City,1.1,5.9,3.2,286,57.2,228.8,Larynx
2009-2013,Borough,1,1,Bronx,1.5,7.7,4,53.8,11.8,42,Larynx
2009-2013,Borough,2,1,Brooklyn,1.2,5.8,3.1,79.8,16.8,63,Larynx
2009-2013,Borough,3,1,Manhattan,1.1,6.2,3.3,59.4,11.4,48,Larynx
2009-2013,Borough,4,1,Queens,0.9,5.6,2.9,73.2,13,60.2,Larynx
2009-2013,Borough,5,1,Staten Island,1.8,7.4,4.3,23.6,5.4,18.2,Larynx
2009-2013,Citywide,1,0,New York City,1.2,6.2,3.3,289.8,58.4,231.4,Larynx
2008-2012,Borough,1,1,Bronx,1.9,8.6,4.6,60.8,14.8,46,Larynx
2008-2012,Borough,2,1,Brooklyn,1.4,5.8,3.2,81.6,19.4,62.2,Larynx
2008-2012,Borough,3,1,Manhattan,1.3,6.2,3.4,61.2,13.4,47.8,Larynx
2008-2012,Borough,4,1,Queens,1,5.8,3.1,75.6,14.4,61.2,Larynx
2008-2012,Borough,5,1,Staten Island,1.8,8,4.5,24.2,5.2,19,Larynx
2008-2012,Citywide,1,0,New York City,1.4,6.5,3.5,303.4,67.2,236.2,Larynx
2007-2011,UHF42,101,4,Kingsbridge - Riverdale,0.3*,8.7,3.7,4.6,0.2*,4.4,Larynx
2007-2011,UHF42,102,4,Northeast Bronx,1.2,6.8,3.5,7.8,1.8,6,Larynx
2007-2011,UHF42,103,4,Fordham - Bronx Pk,1.5,9.3,4.8,9.4,1.8,7.6,Larynx
2007-2011,UHF42,104,4,Pelham - Throgs Neck,2.3,7.9,4.5,13.8,4,9.8,Larynx
2007-2011,UHF42,105,4,Crotona -Tremont,1.2,12.3,5.8,9.2,1.2,8,Larynx
2007-2011,UHF42,106,4,High Bridge - Morrisania,3.5,9.7,5.9,10,3.6,6.4,Larynx
2007-2011,UHF42,107,4,Hunts Point - Mott Haven,2.8,8.8,5.3,5.8,1.8,4,Larynx
2007-2011,UHF42,201,4,Greenpoint,0.6*,6.6,3.4,4.2,0.4*,3.8,Larynx
2007-2011,UHF42,202,4,Downtown - Heights - Slope,1.4,4.2,2.6,6,1.6,4.4,Larynx
2007-2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.7,7.7,4.1,12.4,3,9.4,Larynx
2007-2011,UHF42,204,4,East New York,2.6,8.5,5.1,8.2,2.2,6,Larynx
2007-2011,UHF42,205,4,Sunset Park,0.4*,5.8,2.9,3.4,0.2*,3.2,Larynx
2007-2011,UHF42,206,4,Borough Park,1.3,4.8,2.8,9.4,2.4,7,Larynx
2007-2011,UHF42,207,4,East Flatbush - Flatbush,0.9,4.2,2.2,6.8,1.8,5,Larynx
2007-2011,UHF42,208,4,Canarsie - Flatlands,1.2,3.9,2.3,5.2,1.6,3.6,Larynx
2007-2011,UHF42,209,4,Bensonhurst - Bay Ridge,1.6,5.1,3.1,8.2,2.4,5.8,Larynx
2007-2011,UHF42,210,4,Coney Island - Sheepshead Bay,0.9,5,2.7,11.2,2.2,9,Larynx
2007-2011,UHF42,211,4,Williamsburg - Bushwick,2,11.3,5.5,8.8,2,6.8,Larynx
2007-2011,UHF42,301,4,Washington Heights,1.2,7.7,3.8,10,1.8,8.2,Larynx
2007-2011,UHF42,302,4,Central Harlem - Morningside Heights,2.8,7.2,4.6,7.2,2.6,4.6,Larynx
2007-2011,UHF42,303,4,East Harlem,2,9.4,4.8,5.2,1.2,4,Larynx
2007-2011,UHF42,304,4,Upper West Side,1.2,3.1,2,5.6,2,3.6,Larynx
2007-2011,UHF42,305,4,Upper East Side,1,6.2,3.3,8.6,1.6,7,Larynx
2007-2011,UHF42,306,4,Chelsea - Clinton,1.1,5.8,3.3,5.2,0.8,4.4,Larynx
2007-2011,UHF42,307,4,Gramercy Park - Murray Hill,1.4,5.4,3.1,5.4,1.4,4,Larynx
2007-2011,UHF42,308,4,Greenwich Village - SoHo,1.2*,6.6,3.8,3.6,0.6*,3,Larynx
2007-2011,UHF42,309,4,Union Square - Lower East Side,1.5,6.5,3.7,8.4,1.8,6.6,Larynx
2007-2011,UHF42,310,4,Lower Manhattan,0*,5.6,2.7,1.2,0*,1.2,Larynx
2007-2011,UHF42,401,4,Long Island City - Astoria,0.9,5.4,2.9,6.6,1.2,5.4,Larynx
2007-2011,UHF42,402,4,West Queens,0.8,4.9,2.6,11.8,2,9.8,Larynx
2007-2011,UHF42,403,4,Flushing - Clearview,1.5,3.6,2.3,7.8,2.6,5.2,Larynx
2007-2011,UHF42,404,4,Bayside - Little Neck,0.9,2.7,1.6,2.2,0.8,1.4,Larynx
2007-2011,UHF42,405,4,Ridgewood - Forest Hills,0.8,6.4,3.2,10.4,1.6,8.8,Larynx
2007-2011,UHF42,406,4,Fresh Meadows,1.6,4.6,2.9,3.4,1,2.4,Larynx
2007-2011,UHF42,407,4,Southwest Queens,1.4,5.6,3.3,9.4,2.2,7.2,Larynx
2007-2011,UHF42,408,4,Jamaica,1.6,5.9,3.3,10.2,2.8,7.4,Larynx
2007-2011,UHF42,409,4,Southeast Queens,0.3*,6.3,2.7,6.2,0.4*,5.8,Larynx
2007-2011,UHF42,410,4,Rockaways,2.2,12.4,6.5,8,1.6,6.4,Larynx
2007-2011,UHF42,501,4,Port Richmond,4.6,9.8,6.9,4.6,1.6,3,Larynx
2007-2011,UHF42,502,4,Stapleton - St. George,0.8*,9.9,4.9,6.6,0.6*,6,Larynx
2007-2011,UHF42,503,4,Willowbrook,0.9*,7.8,4,4.4,0.6*,3.8,Larynx
2007-2011,UHF42,504,4,South Beach - Tottenville,2,7.2,4.3,9.4,2.4,7,Larynx
2007-2011,Borough,1,1,Bronx,2,8.9,4.8,61.2,14.6,46.6,Larynx
2007-2011,Borough,2,1,Brooklyn,1.4,6,3.4,83.8,20.4,63.4,Larynx
2007-2011,Borough,3,1,Manhattan,1.4,6.2,3.5,60.8,13.8,47,Larynx
2007-2011,Borough,4,1,Queens,1.2,5.9,3.2,76.4,16.2,60.2,Larynx
2007-2011,Borough,5,1,Staten Island,1.8,8.5,4.8,24.8,5,19.8,Larynx
2007-2011,Citywide,1,0,New York City,1.5,6.6,3.6,307,70,237,Larynx
2006-2010,UHF42,101,4,Kingsbridge - Riverdale,0.3*,8.5,3.7,4.4,0.2*,4.2,Larynx
2006-2010,UHF42,102,4,Northeast Bronx,1,7.3,3.5,7.8,1.4,6.4,Larynx
2006-2010,UHF42,103,4,Fordham - Bronx Pk,1.2,10.5,5.1,9.8,1.4,8.4,Larynx
2006-2010,UHF42,104,4,Pelham - Throgs Neck,2.4,8.2,4.7,14.2,4.2,10,Larynx
2006-2010,UHF42,105,4,Crotona -Tremont,1.3,11.7,5.6,8.6,1.2,7.4,Larynx
2006-2010,UHF42,106,4,High Bridge - Morrisania,3.3,8.2,5.3,9.2,3.4,5.8,Larynx
2006-2010,UHF42,107,4,Hunts Point - Mott Haven,2.2,7.6,4.4,4.8,1.4,3.4,Larynx
2006-2010,UHF42,201,4,Greenpoint,0.6*,5.3,2.7,3.2,0.4*,2.8,Larynx
2006-2010,UHF42,202,4,Downtown - Heights - Slope,1.9,4.7,3.1,6.8,2.2,4.6,Larynx
2006-2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.5,8.7,4.3,13,2.6,10.4,Larynx
2006-2010,UHF42,204,4,East New York,2.4,9,5.2,8.2,2,6.2,Larynx
2006-2010,UHF42,205,4,Sunset Park,0.4*,5.8,2.9,3.4,0.2*,3.2,Larynx
2006-2010,UHF42,206,4,Borough Park,1.3,5.4,3.1,10.2,2.4,7.8,Larynx
2006-2010,UHF42,207,4,East Flatbush - Flatbush,0.9,4.1,2.1,6.6,1.8,4.8,Larynx
2006-2010,UHF42,208,4,Canarsie - Flatlands,1.1,4,2.2,5,1.4,3.6,Larynx
2006-2010,UHF42,209,4,Bensonhurst - Bay Ridge,1.3,5.4,3.1,7.8,1.8,6,Larynx
2006-2010,UHF42,210,4,Coney Island - Sheepshead Bay,0.8,5.2,2.7,11.2,2,9.2,Larynx
2006-2010,UHF42,211,4,Williamsburg - Bushwick,2,10.9,5.4,8.4,2,6.4,Larynx
2006-2010,UHF42,301,4,Washington Heights,1,7.2,3.5,9.2,1.6,7.6,Larynx
2006-2010,UHF42,302,4,Central Harlem - Morningside Heights,2.5,8.9,5,7.8,2.2,5.6,Larynx
2006-2010,UHF42,303,4,East Harlem,2.1,9.4,5,5.4,1.4,4,Larynx
2006-2010,UHF42,304,4,Upper West Side,1.4,3,2.1,5.6,2.2,3.4,Larynx
2006-2010,UHF42,305,4,Upper East Side,0.9,7,3.5,9.2,1.4,7.8,Larynx
2006-2010,UHF42,306,4,Chelsea - Clinton,1.1,6.9,3.7,5.6,0.8,4.8,Larynx
2006-2010,UHF42,307,4,Gramercy Park - Murray Hill,1.1,5.3,3,5,1.2,3.8,Larynx
2006-2010,UHF42,308,4,Greenwich Village - SoHo,1.2*,7,4,3.6,0.6*,3,Larynx
2006-2010,UHF42,309,4,Union Square - Lower East Side,1.4,7.6,4.1,9,1.6,7.4,Larynx
2006-2010,UHF42,310,4,Lower Manhattan,0*,5.1,2.4,1,0*,1,Larynx
2006-2010,UHF42,401,4,Long Island City - Astoria,1.3,6.5,3.5,7.8,1.6,6.2,Larynx
2006-2010,UHF42,402,4,West Queens,1.3,5.3,3,12.8,3,9.8,Larynx
2006-2010,UHF42,403,4,Flushing - Clearview,1.3,3.6,2.2,7.6,2.4,5.2,Larynx
2006-2010,UHF42,404,4,Bayside - Little Neck,0.9,3.3,1.8,2.6,0.8,1.8,Larynx
2006-2010,UHF42,405,4,Ridgewood - Forest Hills,1,6.5,3.3,10.6,1.8,8.8,Larynx
2006-2010,UHF42,406,4,Fresh Meadows,1.6,5.2,3.2,3.6,1,2.6,Larynx
2006-2010,UHF42,407,4,Southwest Queens,1.6,6.9,3.9,10.8,2.4,8.4,Larynx
2006-2010,UHF42,408,4,Jamaica,1.5,5.9,3.3,9.8,2.6,7.2,Larynx
2006-2010,UHF42,409,4,Southeast Queens,0.4*,6,2.7,6.2,0.6*,5.6,Larynx
2006-2010,UHF42,410,4,Rockaways,2.3,12.4,6.5,8,1.6,6.4,Larynx
2006-2010,UHF42,501,4,Port Richmond,4.2,9.5,6.5,4.2,1.4,2.8,Larynx
2006-2010,UHF42,502,4,Stapleton - St. George,2,10.5,5.8,7.6,1.4,6.2,Larynx
2006-2010,UHF42,503,4,Willowbrook,0.9*,10.1,5,5.2,0.6*,4.6,Larynx
2006-2010,UHF42,504,4,South Beach - Tottenville,2,6.1,3.9,8.6,2.4,6.2,Larynx
2006-2010,Borough,1,1,Bronx,1.8,8.7,4.7,58.8,13.4,45.4,Larynx
2006-2010,Borough,2,1,Brooklyn,1.4,6.2,3.4,83.6,19.2,64.4,Larynx
2006-2010,Borough,3,1,Manhattan,1.3,6.6,3.6,61.8,13,48.8,Larynx
2006-2010,Borough,4,1,Queens,1.3,6.2,3.4,80,17.8,62.2,Larynx
2006-2010,Borough,5,1,Staten Island,2,8.7,5,25.4,5.6,19.8,Larynx
2006-2010,Citywide,1,0,New York City,1.5,6.8,3.7,309.6,69,240.6,Larynx
2005-2009,UHF42,101,4,Kingsbridge - Riverdale,0.2*,9,3.8,4.6,0.2*,4.4,Larynx
2005-2009,UHF42,102,4,Northeast Bronx,1.1,7.2,3.6,7.8,1.6,6.2,Larynx
2005-2009,UHF42,103,4,Fordham - Bronx Pk,1.6,9.5,4.9,9.2,1.8,7.4,Larynx
2005-2009,UHF42,104,4,Pelham - Throgs Neck,2.1,8.4,4.7,13.8,3.6,10.2,Larynx
2005-2009,UHF42,105,4,Crotona -Tremont,1.6,12.2,5.9,8.6,1.4,7.2,Larynx
2005-2009,UHF42,106,4,High Bridge - Morrisania,3.9,9.2,6,10,3.8,6.2,Larynx
2005-2009,UHF42,107,4,Hunts Point - Mott Haven,2,7.2,4.3,4.6,1.2,3.4,Larynx
2005-2009,UHF42,201,4,Greenpoint,1.2,6.9,3.7,4.4,0.8,3.6,Larynx
2005-2009,UHF42,202,4,Downtown - Heights - Slope,2,5.3,3.4,7.2,2.4,4.8,Larynx
2005-2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.9,9.2,4.8,13.6,3.2,10.4,Larynx
2005-2009,UHF42,204,4,East New York,2.6,7.9,4.8,7.4,2.2,5.2,Larynx
2005-2009,UHF42,205,4,Sunset Park,0.8*,4.9,2.7,3,0.4*,2.6,Larynx
2005-2009,UHF42,206,4,Borough Park,1.3,5.6,3.3,10.4,2.4,8,Larynx
2005-2009,UHF42,207,4,East Flatbush - Flatbush,0.9,4.7,2.4,7.6,1.8,5.8,Larynx
2005-2009,UHF42,208,4,Canarsie - Flatlands,1.1,3.2,2,4.2,1.4,2.8,Larynx
2005-2009,UHF42,209,4,Bensonhurst - Bay Ridge,2.1,7.1,4.2,10.6,2.8,7.8,Larynx
2005-2009,UHF42,210,4,Coney Island - Sheepshead Bay,1.1,5.4,2.9,12,2.6,9.4,Larynx
2005-2009,UHF42,211,4,Williamsburg - Bushwick,1.4,8.8,4.3,6.8,1.4,5.4,Larynx
2005-2009,UHF42,301,4,Washington Heights,1.3,6.9,3.6,9.4,2,7.4,Larynx
2005-2009,UHF42,302,4,Central Harlem - Morningside Heights,3,12.1,6.6,10,2.6,7.4,Larynx
2005-2009,UHF42,303,4,East Harlem,2.7,8.5,5,5.4,1.8,3.6,Larynx
2005-2009,UHF42,304,4,Upper West Side,1.5,3.2,2.3,6,2.4,3.6,Larynx
2005-2009,UHF42,305,4,Upper East Side,0.8,7.5,3.7,9.4,1.2,8.2,Larynx
2005-2009,UHF42,306,4,Chelsea - Clinton,1.2,7.4,3.9,5.6,0.8,4.8,Larynx
2005-2009,UHF42,307,4,Gramercy Park - Murray Hill,1.1,5.3,2.9,4.8,1.2,3.6,Larynx
2005-2009,UHF42,308,4,Greenwich Village - SoHo,2.2,5,3.6,3.2,1,2.2,Larynx
2005-2009,UHF42,309,4,Union Square - Lower East Side,1.2,7.1,3.8,8.2,1.4,6.8,Larynx
2005-2009,UHF42,310,4,Lower Manhattan,0*,5.5,2.6,1,0*,1,Larynx
2005-2009,UHF42,401,4,Long Island City - Astoria,1.2,7.1,3.7,8,1.4,6.6,Larynx
2005-2009,UHF42,402,4,West Queens,1.2,4.6,2.6,11.2,2.8,8.4,Larynx
2005-2009,UHF42,403,4,Flushing - Clearview,1.3,3.8,2.3,7.8,2.4,5.4,Larynx
2005-2009,UHF42,404,4,Bayside - Little Neck,0.9,2.6,1.6,2.2,0.8,1.4,Larynx
2005-2009,UHF42,405,4,Ridgewood - Forest Hills,1.1,7.6,3.9,12,2,10,Larynx
2005-2009,UHF42,406,4,Fresh Meadows,1.3,5.6,3.1,3.4,0.8,2.6,Larynx
2005-2009,UHF42,407,4,Southwest Queens,1.5,7,4,10.8,2.2,8.6,Larynx
2005-2009,UHF42,408,4,Jamaica,1.4,7,3.7,10.8,2.4,8.4,Larynx
2005-2009,UHF42,409,4,Southeast Queens,0.6,5.7,2.7,6.2,0.8,5.4,Larynx
2005-2009,UHF42,410,4,Rockaways,2.1,11.7,6.2,7.4,1.4,6,Larynx
2005-2009,UHF42,501,4,Port Richmond,3.5,10.9,6.7,4.2,1.2,3,Larynx
2005-2009,UHF42,502,4,Stapleton - St. George,1.4,10.5,5.4,7,1,6,Larynx
2005-2009,UHF42,503,4,Willowbrook,1*,9.6,4.8,4.8,0.6*,4.2,Larynx
2005-2009,UHF42,504,4,South Beach - Tottenville,1.5,6.5,3.8,8.6,1.8,6.8,Larynx
2005-2009,Borough,1,1,Bronx,1.9,8.8,4.7,58.2,13.6,44.6,Larynx
2005-2009,Borough,2,1,Brooklyn,1.6,6.4,3.6,87,21.8,65.2,Larynx
2005-2009,Borough,3,1,Manhattan,1.5,6.7,3.7,63,14.4,48.6,Larynx
2005-2009,Borough,4,1,Queens,1.3,6.3,3.4,80,17,63,Larynx
2005-2009,Borough,5,1,Staten Island,1.6,8.9,4.9,24.6,4.6,20,Larynx
2005-2009,Citywide,1,0,New York City,1.5,6.9,3.8,312.8,71.4,241.4,Larynx
2004-2008,UHF42,101,4,Kingsbridge - Riverdale,0.2*,8.1,3.5,4,0.2*,3.8,Larynx
2004-2008,UHF42,102,4,Northeast Bronx,0.8,7,3.3,7.2,1.2,6,Larynx
2004-2008,UHF42,103,4,Fordham - Bronx Pk,1.2,9.1,4.5,8.6,1.4,7.2,Larynx
2004-2008,UHF42,104,4,Pelham - Throgs Neck,2.6,8.5,5,14.6,4.4,10.2,Larynx
2004-2008,UHF42,105,4,Crotona -Tremont,1.9,13.3,6.5,9.2,1.6,7.6,Larynx
2004-2008,UHF42,106,4,High Bridge - Morrisania,4.4,9.1,6.2,10,4.2,5.8,Larynx
2004-2008,UHF42,107,4,Hunts Point - Mott Haven,0.8*,7.6,3.8,4,0.4*,3.6,Larynx
2004-2008,UHF42,201,4,Greenpoint,2.6,5.7,4,4.6,1.6,3,Larynx
2004-2008,UHF42,202,4,Downtown - Heights - Slope,1.8,6.5,3.8,7.8,2,5.8,Larynx
2004-2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.4,9.2,4.5,12.6,2.4,10.2,Larynx
2004-2008,UHF42,204,4,East New York,2.3,8.6,4.9,7.2,2,5.2,Larynx
2004-2008,UHF42,205,4,Sunset Park,0.4*,6,2.9,3,0.2*,2.8,Larynx
2004-2008,UHF42,206,4,Borough Park,1.2,6.4,3.5,11.2,2.2,9,Larynx
2004-2008,UHF42,207,4,East Flatbush - Flatbush,0.7,5.6,2.6,8.4,1.4,7,Larynx
2004-2008,UHF42,208,4,Canarsie - Flatlands,1.1,3.9,2.2,4.8,1.4,3.4,Larynx
2004-2008,UHF42,209,4,Bensonhurst - Bay Ridge,1.8,8.2,4.4,11.2,2.4,8.8,Larynx
2004-2008,UHF42,210,4,Coney Island - Sheepshead Bay,1.2,7.1,3.7,15,3,12,Larynx
2004-2008,UHF42,211,4,Williamsburg - Bushwick,1.3,10.2,4.9,8,1.2,6.8,Larynx
2004-2008,UHF42,301,4,Washington Heights,1.6,7.3,4,10.4,2.4,8,Larynx
2004-2008,UHF42,302,4,Central Harlem - Morningside Heights,2.5,11.2,6,9,2.2,6.8,Larynx
2004-2008,UHF42,303,4,East Harlem,2.5,9,5,5.4,1.6,3.8,Larynx
2004-2008,UHF42,304,4,Upper West Side,1.6,4,2.7,6.8,2.4,4.4,Larynx
2004-2008,UHF42,305,4,Upper East Side,0.8,8.1,3.9,9.6,1.2,8.4,Larynx
2004-2008,UHF42,306,4,Chelsea - Clinton,0.6*,6.7,3.3,4.6,0.4*,4.2,Larynx
2004-2008,UHF42,307,4,Gramercy Park - Murray Hill,1.2,5.4,3,4.8,1.2,3.6,Larynx
2004-2008,UHF42,308,4,Greenwich Village - SoHo,2.6,5.2,3.9,3.4,1.2,2.2,Larynx
2004-2008,UHF42,309,4,Union Square - Lower East Side,0.9,6.9,3.4,7.4,1,6.4,Larynx
2004-2008,UHF42,310,4,Lower Manhattan,0*,3.5*,1.6*,0.6*,0*,0.6*,Larynx
2004-2008,UHF42,401,4,Long Island City - Astoria,1.4,8,4.2,8.8,1.6,7.2,Larynx
2004-2008,UHF42,402,4,West Queens,1.2,5,2.8,12,2.8,9.2,Larynx
2004-2008,UHF42,403,4,Flushing - Clearview,0.8,4.2,2.2,7.4,1.6,5.8,Larynx
2004-2008,UHF42,404,4,Bayside - Little Neck,1.1,3,1.8,2.4,0.8,1.6,Larynx
2004-2008,UHF42,405,4,Ridgewood - Forest Hills,1,7.8,3.9,11.8,1.8,10,Larynx
2004-2008,UHF42,406,4,Fresh Meadows,0.9*,5.5,2.9,3.2,0.6*,2.6,Larynx
2004-2008,UHF42,407,4,Southwest Queens,1.5,6.5,3.8,10.2,2.2,8,Larynx
2004-2008,UHF42,408,4,Jamaica,1.5,7.2,3.8,11,2.6,8.4,Larynx
2004-2008,UHF42,409,4,Southeast Queens,0.7,5.7,2.8,6.4,1,5.4,Larynx
2004-2008,UHF42,410,4,Rockaways,2.4,11.5,6.4,7.4,1.6,5.8,Larynx
2004-2008,UHF42,501,4,Port Richmond,3.1,12.6,7.1,4.2,1,3.2,Larynx
2004-2008,UHF42,502,4,Stapleton - St. George,2.3,12,6.5,8.2,1.6,6.6,Larynx
2004-2008,UHF42,503,4,Willowbrook,1.6,8.3,4.5,4.4,0.8,3.6,Larynx
2004-2008,UHF42,504,4,South Beach - Tottenville,1.5,7.4,4.2,9.2,1.8,7.4,Larynx
2004-2008,Borough,1,1,Bronx,1.9,8.7,4.7,57.2,13.4,43.8,Larynx
2004-2008,Borough,2,1,Brooklyn,1.4,7.3,3.9,93.4,20,73.4,Larynx
2004-2008,Borough,3,1,Manhattan,1.4,6.8,3.7,62.2,13.6,48.6,Larynx
2004-2008,Borough,4,1,Queens,1.3,6.4,3.4,80.2,16.6,63.6,Larynx
2004-2008,Borough,5,1,Staten Island,1.9,9.6,5.3,26,5.2,20.8,Larynx
2004-2008,Citywide,1,0,New York City,1.5,7.3,3.9,319,68.8,250.2,Larynx
2003-2007,UHF42,101,4,Kingsbridge - Riverdale,0.6*,6.7,3.1,3.8,0.6*,3.2,Larynx
2003-2007,UHF42,102,4,Northeast Bronx,0.7,5.1,2.5,5.4,1,4.4,Larynx
2003-2007,UHF42,103,4,Fordham - Bronx Pk,1.6,8.8,4.5,8.8,1.8,7,Larynx
2003-2007,UHF42,104,4,Pelham - Throgs Neck,2.2,9.7,5.3,15.4,3.8,11.6,Larynx
2003-2007,UHF42,105,4,Crotona -Tremont,1.9,10.2,5.2,7.2,1.6,5.6,Larynx
2003-2007,UHF42,106,4,High Bridge - Morrisania,3.4,10.2,6.2,10,3.2,6.8,Larynx
2003-2007,UHF42,107,4,Hunts Point - Mott Haven,0.8*,5.5,2.9,3.2,0.4*,2.8,Larynx
2003-2007,UHF42,201,4,Greenpoint,2.3,6.5,4.1,4.6,1.4,3.2,Larynx
2003-2007,UHF42,202,4,Downtown - Heights - Slope,1.6,6.2,3.5,7,1.8,5.2,Larynx
2003-2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,1.6,10.3,5,13.8,2.6,11.2,Larynx
2003-2007,UHF42,204,4,East New York,2.4,7.7,4.6,6.8,2,4.8,Larynx
2003-2007,UHF42,205,4,Sunset Park,1.2*,6.7,3.7,3.6,0.6*,3,Larynx
2003-2007,UHF42,206,4,Borough Park,1.4,6.7,3.8,12,2.6,9.4,Larynx
2003-2007,UHF42,207,4,East Flatbush - Flatbush,0.8,5.1,2.5,8,1.6,6.4,Larynx
2003-2007,UHF42,208,4,Canarsie - Flatlands,1.2,4,2.3,4.8,1.4,3.4,Larynx
2003-2007,UHF42,209,4,Bensonhurst - Bay Ridge,1.3,8.5,4.3,10.8,1.8,9,Larynx
2003-2007,UHF42,210,4,Coney Island - Sheepshead Bay,1.3,8.2,4.2,16.8,3,13.8,Larynx
2003-2007,UHF42,211,4,Williamsburg - Bushwick,1.5,10.1,5.1,8.4,1.4,7,Larynx
2003-2007,UHF42,301,4,Washington Heights,1.2,8.6,4.2,10.4,1.8,8.6,Larynx
2003-2007,UHF42,302,4,Central Harlem - Morningside Heights,3.1,12.1,6.7,9.8,2.6,7.2,Larynx
2003-2007,UHF42,303,4,East Harlem,3.3,7.1,4.8,5,2,3,Larynx
2003-2007,UHF42,304,4,Upper West Side,1.4,4.5,2.7,6.8,2,4.8,Larynx
2003-2007,UHF42,305,4,Upper East Side,0.6,8.1,3.7,9.4,0.8,8.6,Larynx
2003-2007,UHF42,306,4,Chelsea - Clinton,0.3*,6.7,3.2,4.4,0.2*,4.2,Larynx
2003-2007,UHF42,307,4,Gramercy Park - Murray Hill,1.4,5.9,3.4,5.4,1.4,4,Larynx
2003-2007,UHF42,308,4,Greenwich Village - SoHo,2.2,4.9,3.5,3,1,2,Larynx
2003-2007,UHF42,309,4,Union Square - Lower East Side,1.8,7.6,4.2,8.8,2,6.8,Larynx
2003-2007,UHF42,310,4,Lower Manhattan,0*,3*,1.3*,0.4*,0*,0.4*,Larynx
2003-2007,UHF42,401,4,Long Island City - Astoria,1.4,8.4,4.3,9,1.6,7.4,Larynx
2003-2007,UHF42,402,4,West Queens,1.1,5.9,3.1,13.2,2.6,10.6,Larynx
2003-2007,UHF42,403,4,Flushing - Clearview,0.9,5.4,2.9,9.4,1.8,7.6,Larynx
2003-2007,UHF42,404,4,Bayside - Little Neck,0.6*,3.9,2,2.4,0.4*,2,Larynx
2003-2007,UHF42,405,4,Ridgewood - Forest Hills,1.1,7.6,3.9,11.6,2,9.6,Larynx
2003-2007,UHF42,406,4,Fresh Meadows,1*,6.5,3.4,3.6,0.6*,3,Larynx
2003-2007,UHF42,407,4,Southwest Queens,1.2,5.8,3.3,8.6,1.8,6.8,Larynx
